Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BRPT.JK,BRPT.JK,BRPT.JK,BRPT.JK,BRPT.JK,BRPT.JK
Date,,,,,,
2021-07-23,798.945068359375,805.3152465820312,845.0839233398438,805.3152465820312,835.1417846679688,38822635
2021-07-26,794.0133666992188,800.3441772460938,815.2574462890625,800.3441772460938,815.2574462890625,25549066
2021-07-27,863.0580444335938,869.9393310546875,889.8236694335938,815.2574462890625,815.2574462890625,113855999
2021-07-28,858.1262817382812,864.96826171875,884.8526000976562,840.1128540039062,884.8526000976562,52216600
2021-07-29,941.9661865234375,949.4766235351562,949.4766235351562,859.9971923828125,864.96826171875,112078016
2021-07-30,956.7615356445312,964.389892578125,1009.129638671875,954.44775390625,954.44775390625,191593201
2021-08-02,1025.8060302734375,1033.9849853515625,1058.8404541015625,964.389892578125,979.3031616210938,163643551
2021-08-03,1015.9425659179688,1024.0428466796875,1043.92724609375,989.2453002929688,1038.9561767578125,107994599
2021-08-04,1025.8060302734375,1033.9849853515625,1068.7825927734375,1004.1585693359375,1029.013916015625,59329639
2021-08-05,1075.1236572265625,1083.69580078125,1123.4644775390625,1038.9561767578125,1063.8115234375,128413695
2021-08-06,1109.64599609375,1118.493408203125,1158.2620849609375,1078.7247314453125,1118.493408203125,88593792
2021-08-09,1084.9871826171875,1093.6380615234375,1133.4066162109375,1068.7825927734375,1123.4644775390625,64873704
2021-08-10,1020.874267578125,1029.013916015625,1098.609130859375,1029.013916015625,1088.6669921875,60773892
2021-08-12,1070.1917724609375,1078.7247314453125,1098.609130859375,1024.0428466796875,1029.013916015625,52579902
2021-08-13,1060.328369140625,1068.7825927734375,1088.6669921875,1053.869384765625,1078.7247314453125,25291878
2021-08-16,1035.669677734375,1043.92724609375,1078.7247314453125,1029.013916015625,1073.753662109375,32669849
2021-08-18,1114.57763671875,1123.4644775390625,1138.3778076171875,1038.9561767578125,1043.92724609375,100707654
2021-08-19,1065.2601318359375,1073.753662109375,1128.435546875,1053.869384765625,1123.4644775390625,54972540
2021-08-20,1070.1917724609375,1078.7247314453125,1093.6380615234375,1053.869384765625,1073.753662109375,34356102
2021-08-23,1070.1917724609375,1078.7247314453125,1118.493408203125,1053.869384765625,1093.6380615234375,40468152
2021-08-24,1109.64599609375,1118.493408203125,1118.493408203125,1063.8115234375,1083.69580078125,31285744
2021-08-25,1080.0555419921875,1088.6669921875,1118.493408203125,1073.753662109375,1118.493408203125,48416824
